exp_id,page_id,fix_seq_id,row_idx,article_id,user,sentence_id,word,need_prediction,word_understand,sentence_understand,mind_wandering,reading_times,number_of_fixations,fixation_duration,fixation_duration_diff,number_of_fixations_diff,reading_times_diff,fixation_duration_mean,number_of_fixations_mean,reading_times_mean,fixation_duration_var,number_of_fixations_var,reading_times_var,fixation_duration_div_syllable,fixation_duration_div_length,backward_times_of_sentence,forward_times_of_sentence,horizontal_saccade_proportion,saccade_duration,saccade_times_of_sentence,saccade_velocity,total_dwell_time_of_sentence,backward_times_of_sentence_div_log,forward_times_of_sentence_div_log,horizontal_saccade_proportion_div_log,saccade_duration_div_log,saccade_times_of_sentence_div_log,saccade_velocity_div_log,total_dwell_time_of_sentence_div_log,backward_times_of_sentence_div_syllable,forward_times_of_sentence_div_syllable,horizontal_saccade_proportion_div_syllable,saccade_duration_div_syllable,saccade_times_of_sentence_div_syllable,saccade_velocity_div_syllable,total_dwell_time_of_sentence_div_syllable
585,1226,0,0,12,ys,0,A,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,judge,1,1,1,1,1,3,927,927,3,1,373.853,1.018,0.725,228698.872,1.351,0.529,927.0,185.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,in,1,1,1,1,1,1,245,-682,-2,0,373.853,1.018,0.725,228698.872,1.351,0.529,245.0,122.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,the,0,1,1,1,0,0,0,-245,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,US,1,1,1,1,1,1,321,321,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,321.0,160.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,State,1,1,1,1,1,1,203,-118,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,203.0,40.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,of,1,1,1,1,1,1,208,5,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,208.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,Arizona,1,1,1,1,1,2,575,367,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,287.5,82.143,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,has,0,1,1,1,0,0,0,-575,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,ruled,1,1,1,1,1,1,332,332,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,332.0,66.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,that,1,1,1,1,1,1,375,43,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,375.0,93.75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,a,0,1,1,1,0,0,0,-375,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,1901,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,ban,1,1,1,1,1,1,440,440,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,440.0,146.667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,on,1,1,1,1,2,2,1252,812,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,1252.0,626.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,nearly,1,1,1,1,1,1,207,-1045,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,103.5,34.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,all,0,1,1,1,0,0,0,-207,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,abortions,1,0,1,1,1,3,1336,1336,3,1,373.853,1.018,0.725,228698.872,1.351,0.529,668.0,148.444,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,can,0,1,1,1,0,0,0,-1336,-3,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,now,1,1,1,1,1,2,591,591,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,591.0,197.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,be,1,1,1,1,1,3,854,263,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,854.0,427.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,0,reintroduced,1,1,1,1,2,2,1160,306,-1,1,373.853,1.018,0.725,228698.872,1.351,0.529,386.667,96.667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,Only,1,1,1,1,1,4,1508,348,2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,754.0,377.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,terminations,1,1,1,1,1,1,272,-1236,-3,0,373.853,1.018,0.725,228698.872,1.351,0.529,68.0,22.667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,to,0,1,1,1,0,0,0,-272,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,save,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,the,1,1,1,1,1,1,578,578,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,578.0,192.667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,mother's,1,1,1,1,1,2,664,86,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,332.0,83.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,life,1,1,1,1,1,1,283,-381,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,283.0,70.75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,will,0,1,1,1,0,0,0,-283,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,be,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,1,permitted,1,1,1,1,1,2,1064,1064,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,354.667,118.222,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,The,0,1,1,1,0,0,0,-1064,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,Republican,1,1,1,1,1,2,977,977,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,244.25,97.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,attorney,1,0,1,1,2,3,1322,345,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,440.667,165.25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,general,1,1,1,1,2,3,877,-445,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,292.333,125.286,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,of,1,1,1,1,3,3,1338,461,0,1,373.853,1.018,0.725,228698.872,1.351,0.529,1338.0,669.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,Arizona,1,1,1,1,2,2,703,-635,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,351.5,100.429,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,said,1,1,1,1,1,1,206,-497,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,206.0,51.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,he,0,1,1,1,0,0,0,-206,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,applauded,1,1,1,1,1,2,559,559,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,186.333,62.111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,the,1,1,1,1,1,1,304,-255,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,304.0,101.333,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,court's,1,1,1,1,1,1,447,143,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,447.0,63.857,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,2,decision,1,1,1,1,1,4,1283,836,3,0,373.853,1.018,0.725,228698.872,1.351,0.529,427.667,160.375,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,It,0,1,1,1,0,0,0,-1283,-4,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,was,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,made,1,1,1,1,2,2,416,416,2,2,373.853,1.018,0.725,228698.872,1.351,0.529,416.0,104.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,possible,1,1,1,1,2,3,753,337,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,251.0,94.125,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,by,1,1,1,1,1,1,237,-516,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,237.0,118.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,the,1,1,1,1,3,3,1158,921,2,2,373.853,1.018,0.725,228698.872,1.351,0.529,1158.0,386.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,Supreme,1,1,1,1,1,2,798,-360,-1,-2,373.853,1.018,0.725,228698.872,1.351,0.529,798.0,114.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,Court,0,1,1,1,0,0,0,-798,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,in,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,Washington,1,1,1,1,1,3,1140,1140,3,1,373.853,1.018,0.725,228698.872,1.351,0.529,380.0,114.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,overturning,1,0,1,1,1,2,585,-555,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,195.0,53.182,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,the,0,1,1,1,0,0,0,-585,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,1973,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,Roe,1,1,1,1,1,1,279,279,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,279.0,93.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,v,0,1,1,1,0,0,0,-279,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,Wade,1,1,1,1,1,1,404,404,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,404.0,101.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,ruling,1,1,1,1,1,2,675,271,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,337.5,112.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,which,1,1,1,1,1,3,896,221,1,0,373.853,1.018,0.725,228698.872,1.351,0.529,896.0,179.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,granted,1,1,1,1,1,2,1224,328,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,612.0,174.857,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,the,0,1,1,1,0,0,0,-1224,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,right,1,1,1,1,1,1,250,250,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,250.0,50.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,for,0,1,1,1,0,0,0,-250,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,all,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,women,1,1,1,1,1,2,574,574,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,287.0,114.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,in,0,1,1,1,0,0,0,-574,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,the,1,1,1,1,1,1,262,262,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,262.0,87.333,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,United,1,1,1,1,1,1,219,-43,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,109.5,36.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,States,0,1,1,1,0,0,0,-219,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,to,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,have,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,access,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,to,0,1,1,1,0,0,0,0,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,3,abortion,1,1,1,1,1,1,465,465,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,232.5,58.125,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,A,0,1,1,0,0,0,0,-465,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,Colombian,1,1,1,0,1,2,930,930,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,465.0,103.333,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,dissident,1,1,1,0,2,3,1057,127,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,352.333,117.444,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,group,1,1,1,0,2,2,723,-334,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,723.0,144.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,which,0,1,1,0,0,0,0,-723,-2,-2,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,rejected,1,1,1,0,1,2,587,587,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,195.667,73.375,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,the,0,1,1,0,0,0,0,-587,-2,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,2016,1,1,1,0,1,2,592,592,2,1,373.853,1.018,0.725,228698.872,1.351,0.529,592.0,148.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,peace,1,1,1,0,1,1,311,-281,-1,0,373.853,1.018,0.725,228698.872,1.351,0.529,311.0,62.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,deal,0,1,1,0,0,0,0,-311,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,with,1,1,1,0,1,1,347,347,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,347.0,86.75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,the,1,1,1,0,1,1,225,-122,0,0,373.853,1.018,0.725,228698.872,1.351,0.529,225.0,75.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,country's,1,1,1,0,1,3,1522,1297,2,0,373.853,1.018,0.725,228698.872,1.351,0.529,761.0,169.111,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,largest,1,1,1,0,2,2,518,-1004,-1,1,373.853,1.018,0.725,228698.872,1.351,0.529,518.0,74.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,guerrilla,1,0,1,0,3,3,1181,663,1,1,373.853,1.018,0.725,228698.872,1.351,0.529,393.667,131.222,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,movement,1,1,1,0,2,2,578,-603,-1,-1,373.853,1.018,0.725,228698.872,1.351,0.529,289.0,72.25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,1226,0,0,12,ys,4,the,0,1,1,0,0,0,0,-578,-2,-2,373.853,1.018,0.725,228698.872,1.351,0.529,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
